Student_ID,Name,Gender,Age,Department,10th_Percentage,12th_Percentage,CGPA,Attendance,Backlogs,Internships,Projects,Certifications,Coding_Rating,Aptitude_Score,Communication,Technical_Skill,Teamwork,Leadership,Problem_Solving,Resume_Score,Mock_Interview,Placement_Score,Placement_Status
STU0385,Unni Bassi,Female,20,Mechanical,90.19,70.98,9.88,63,5,2,3,2,58,99,84,58,64,66,53,70,86,76.83,1
STU0386,Ekalinga Raja,Male,21,Mechanical,68.53,70.27,5.72,64,4,3,1,1,59,87,94,36,68,43,83,48,88,62.07,0
STU0387,Chanakya Sundaram,Female,23,Electronics,87.52,80.99,6.4,100,2,0,5,7,64,44,45,78,100,76,65,92,79,73.95,0
STU0388,Ekiya Tripathi,Male,23,Computer Engineering,77.99,77.17,6.07,72,2,2,4,7,41,36,67,88,78,48,71,65,90,76.51,1
STU0389,Wazir Vora,Male,23,Electronics,62.99,62.22,5.54,67,0,1,3,0,49,70,61,38,52,53,90,84,84,60.2,0
STU0390,Bimala Minhas,Male,20,Civil,85.99,71.17,9.34,61,3,0,1,2,66,87,82,52,86,91,61,66,77,67.45,0
STU0391,Wishi Bansal,Female,22,Artificial Intelligence,66.92,64.59,8.1,97,4,3,2,8,48,71,94,60,54,66,61,73,55,75.9,1
STU0392,Damini Kant,Male,21,Information Technology,85.91,92.32,7.25,70,5,2,1,7,100,77,95,84,73,72,92,68,94,79.42,1
STU0393,Zaitra Deshpande,Female,20,Electronics,68.79,60.53,7.95,95,3,1,5,6,69,87,100,56,79,55,62,76,70,80.23,1
STU0394,Udyati Karnik,Male,21,Information Technology,69.19,96.05,6.83,89,4,3,4,2,56,46,98,41,58,61,63,79,96,73.53,0
STU0395,Noah Kala,Male,23,Mechanical,71.49,75.52,6.92,91,1,1,2,0,81,42,84,92,68,69,65,41,69,71.04,0
STU0396,Urvi Ravi,Male,21,Artificial Intelligence,73.61,93.85,8.66,79,5,2,4,7,93,89,93,61,85,61,55,43,100,90.27,1
STU0397,Vedant Mangal,Male,20,Computer Engineering,60.14,94.54,8.65,76,0,1,6,2,92,41,92,95,59,62,65,55,99,95.17,1
STU0398,Dayamai Patel,Female,20,Information Technology,94.66,73.5,5.88,93,3,2,3,1,43,56,95,86,78,89,86,90,64,70.38,0
STU0399,Rachana Vig,Male,24,Information Technology,64.07,97.33,6.08,74,2,2,5,3,85,95,80,51,77,48,57,61,43,85.35,1
STU0400,Dalbir Khare,Male,23,Civil,91.78,79.08,7.21,86,5,1,2,8,100,64,87,81,72,88,51,50,91,74.01,0
STU0401,Vasatika Ganesh,Female,23,Computer Engineering,70.64,75.84,9.82,79,2,1,5,8,34,53,50,68,62,62,87,70,93,80.44,1
STU0402,Charan Singhal,Male,22,Mechanical,73.22,72.0,8.32,94,5,1,2,7,35,77,40,94,91,71,63,70,72,61.21,0
STU0403,Rachita Guha,Female,20,Information Technology,69.21,72.4,7.88,86,4,0,4,7,33,99,86,77,77,69,67,100,76,70.37,0
STU0404,Oviya Dua,Female,23,Civil,78.09,77.28,9.51,91,1,0,4,2,45,33,40,89,74,92,78,72,84,74.06,0
STU0405,Meera Kurian,Male,24,Artificial Intelligence,71.38,67.71,8.94,68,0,0,2,8,98,53,79,65,75,57,80,79,49,84.59,1
STU0406,Krishna Saha,Female,22,Civil,80.85,97.78,5.53,72,0,1,6,3,50,71,96,74,59,54,86,95,81,84.12,1
STU0407,Dayamai Palla,Male,24,Artificial Intelligence,76.18,70.34,7.86,91,1,1,5,6,36,37,81,76,78,70,44,93,87,77.72,1
STU0408,Faras Parmer,Female,20,Electronics,69.91,79.52,7.83,72,3,3,3,2,49,53,57,56,69,66,66,57,89,69.15,0
STU0409,Madhav Ray,Female,22,Civil,75.92,63.15,6.34,82,0,2,6,7,96,38,78,66,76,43,46,57,80,93.29,1
STU0410,Liam Dave,Female,20,Information Technology,93.18,65.1,9.74,93,5,2,5,3,58,81,66,76,91,71,92,48,71,82.96,1
STU0411,Aadhya Bava,Male,23,Mechanical,94.57,73.26,6.29,86,2,3,4,7,66,71,98,97,77,64,41,69,64,93.16,1
STU0412,Samesh Sami,Female,23,Mechanical,63.43,68.31,9.89,81,2,2,2,0,71,38,73,100,78,75,40,68,85,78.75,1
STU0413,Vinaya Gokhale,Male,22,Civil,76.05,67.98,6.95,60,5,3,5,6,45,34,63,86,89,78,40,51,89,71.35,0
STU0414,Ronith Kuruvilla,Female,24,Artificial Intelligence,92.48,66.27,8.22,95,4,1,3,6,100,58,55,61,76,49,95,47,62,72.47,0
STU0415,Faras Anne,Female,24,Computer Engineering,90.02,78.09,6.17,68,3,1,6,1,85,93,92,91,80,80,97,94,38,81.9,1
STU0416,Indrajit Rana,Male,24,Computer Engineering,95.82,94.65,6.48,62,5,0,1,4,89,83,78,83,91,80,62,43,57,63.86,0
STU0417,Chameli Bora,Male,24,Mechanical,89.17,89.73,7.03,95,1,0,6,5,48,69,91,73,62,93,89,87,59,83.2,1
STU0418,Gautam Singhal,Female,22,Computer Engineering,60.14,82.72,9.14,91,5,0,3,4,100,40,45,47,84,58,92,91,63,63.32,0
STU0419,Radhika Patla,Male,22,Artificial Intelligence,86.08,80.25,7.86,100,3,3,4,6,72,98,59,39,93,100,97,54,91,86.75,1
STU0420,Bhavya Sandal,Male,22,Electronics,90.8,92.46,7.86,82,1,3,6,1,49,92,87,37,94,46,49,89,80,91.1,1
STU0421,Prisha Vohra,Female,20,Civil,81.19,91.91,5.87,81,1,1,2,7,35,93,79,37,74,79,58,72,57,70.25,0
STU0422,Oni Nath,Female,24,Artificial Intelligence,96.76,97.25,9.82,62,5,2,1,8,59,66,49,82,93,86,100,73,75,77.69,1
STU0423,Hemani Prabhakar,Female,21,Artificial Intelligence,81.79,72.37,8.03,78,1,1,5,7,58,55,45,80,76,50,43,88,30,81.08,1
STU0424,Leela Bobal,Female,20,Computer Engineering,61.24,74.67,7.53,60,0,1,2,1,78,84,42,40,56,43,82,64,97,67.95,0
STU0425,Sai Doshi,Male,23,Electronics,81.34,80.86,8.31,80,5,2,3,6,56,52,82,73,54,95,40,43,34,71.94,0
STU0426,Gautami Venkataraman,Male,23,Mechanical,72.07,65.77,6.96,72,2,3,6,0,57,51,98,82,70,52,57,45,41,82.95,1
STU0427,Maanav Chander,Male,22,Electronics,95.9,60.64,9.22,69,2,1,1,6,30,36,94,82,71,78,68,86,47,71.24,0
STU0428,Teerth Sharma,Male,23,Civil,85.06,79.86,7.58,91,4,0,4,7,91,44,89,42,79,57,57,79,79,72.35,0
STU0429,Jagrati Dixit,Female,22,Artificial Intelligence,91.03,92.68,5.53,72,3,2,1,5,71,49,90,68,95,52,65,86,88,71.38,0
STU0430,Xalak Menon,Male,22,Information Technology,64.3,68.39,9.9,88,4,1,3,0,42,89,45,59,94,74,50,68,53,63.07,0
STU0431,Abdul Kibe,Male,23,Mechanical,65.18,75.13,8.94,66,1,3,1,8,93,71,94,50,87,57,89,76,90,92.66,1
STU0432,Yahvi Gaba,Female,22,Artificial Intelligence,87.76,75.83,8.18,78,3,3,3,4,66,36,56,85,64,44,95,50,96,77.22,1
STU0433,Owen Andra,Female,24,Electronics,95.99,63.0,8.16,63,4,2,4,1,31,71,79,80,98,58,73,51,78,71.02,0
STU0434,Tarak Narayan,Female,24,Electronics,69.0,72.84,7.63,77,0,0,2,7,75,69,92,58,80,86,73,74,35,77.44,1
STU0435,Manan Virk,Male,22,Computer Engineering,80.22,91.16,5.66,100,2,0,5,1,57,63,56,40,80,94,51,41,52,64.91,0
STU0436,Aayush Tandon,Male,24,Civil,82.97,90.23,7.29,66,0,3,2,5,31,65,41,45,86,47,69,78,61,75.95,1
STU0437,Faras De,Male,20,Civil,89.8,63.1,7.08,99,1,1,6,8,97,80,94,83,64,72,40,43,60,96.65,1
STU0438,Avi Jani,Female,24,Civil,89.25,61.28,8.63,76,2,0,3,6,70,86,95,98,63,59,43,45,70,83.51,1
STU0439,Diya Handa,Female,21,Electronics,60.24,75.83,7.15,78,2,0,3,3,31,63,98,96,63,78,67,41,64,65.16,0
STU0440,Robert Narayan,Female,22,Artificial Intelligence,67.16,91.11,9.73,85,2,3,4,4,36,83,55,38,63,81,70,92,36,85.54,1
STU0441,Eta Tiwari,Male,21,Artificial Intelligence,69.88,84.08,7.68,65,5,1,4,7,59,40,100,66,100,60,96,51,73,68.46,0
STU0442,Bhavika Ghose,Female,22,Artificial Intelligence,78.63,89.32,8.18,81,0,0,4,2,88,62,92,40,94,56,92,53,37,81.81,1
STU0443,Ekavir Sant,Male,23,Electronics,94.04,84.54,7.39,69,3,2,1,1,40,89,94,100,62,42,79,42,89,73.39,0
STU0444,Jagrati Bajaj,Male,20,Civil,84.87,89.4,5.71,70,2,2,2,1,75,77,62,59,83,60,57,92,86,71.4,0
STU0445,Nikita Seth,Male,21,Information Technology,91.42,64.35,9.67,64,4,1,4,5,44,97,49,56,76,92,77,61,57,73.92,0
STU0446,Chakradev Nori,Male,24,Electronics,70.68,64.79,6.34,61,5,3,6,5,100,72,88,40,71,75,88,95,84,80.28,1
STU0447,Yagnesh Sant,Female,23,Civil,92.74,65.65,9.05,98,1,1,2,4,77,48,99,91,98,49,80,42,43,85.19,1
STU0448,Udarsh Khare,Female,21,Artificial Intelligence,86.8,69.48,6.59,79,5,1,2,4,59,48,69,43,99,61,63,74,67,53.61,0
STU0449,Jagat Bali,Male,23,Mechanical,88.56,91.46,5.9,64,1,3,1,2,88,86,57,53,60,87,90,67,57,78.8,1
STU0450,Tanvi Taneja,Female,24,Computer Engineering,95.26,78.85,6.06,60,1,0,3,1,32,30,49,46,79,90,68,95,78,53.83,0
STU0451,Sarthak Sodhi,Male,22,Electronics,68.13,62.94,8.47,80,1,3,3,0,86,32,87,93,89,64,70,86,51,83.15,1
STU0452,Kamya Sani,Female,22,Civil,73.75,79.36,9.66,93,4,2,3,2,70,88,65,55,98,60,57,57,75,78.58,1
STU0453,Gayathri Viswanathan,Male,21,Artificial Intelligence,86.95,78.43,9.84,79,0,2,5,3,92,47,65,45,53,44,97,71,31,96.67,1
STU0454,Onveer Mallick,Male,21,Electronics,84.11,69.31,6.05,86,3,3,3,0,63,43,70,93,93,46,50,50,85,70.79,0
STU0455,Forum Krishna,Female,24,Mechanical,72.83,76.36,8.55,89,0,0,2,4,64,46,74,76,67,75,76,61,33,76.67,1
STU0456,Meera Sengupta,Female,20,Civil,73.78,79.86,8.7,93,4,3,1,2,95,84,54,72,77,45,63,66,41,79.66,1
STU0457,Hemal Bail,Male,24,Civil,68.07,80.45,8.66,95,1,2,4,0,30,41,77,40,69,69,42,100,70,76.22,1
STU0458,Caleb Nori,Male,23,Civil,72.9,93.77,6.59,71,0,3,3,5,52,91,61,86,58,76,89,70,100,88.0,1
STU0459,Rachana Tella,Female,22,Artificial Intelligence,78.78,95.41,8.48,62,4,2,3,2,53,36,49,52,64,49,49,94,63,64.13,0
STU0460,Aarna Ratti,Male,22,Information Technology,94.52,96.76,9.73,100,5,3,6,6,77,45,45,63,87,47,42,100,46,90.44,1
STU0461,Patrick Seth,Male,22,Electronics,73.29,61.33,8.52,81,4,3,5,1,89,82,55,95,79,89,47,85,90,87.1,1
STU0462,Victor Narayanan,Male,22,Information Technology,95.19,62.47,8.23,61,3,0,6,8,76,37,45,92,79,98,52,78,86,77.08,1
STU0463,Maya Amble,Female,23,Computer Engineering,77.0,75.45,6.76,96,5,0,4,1,31,55,50,82,56,44,90,70,37,52.91,0
STU0464,Geetika Boase,Male,21,Civil,60.06,65.4,7.64,61,2,2,3,0,95,36,76,77,62,67,98,99,59,73.03,0
STU0465,Arin Chahal,Male,22,Mechanical,63.14,77.41,8.63,77,3,0,6,4,79,96,75,97,94,45,83,97,72,85.81,1
STU0466,Jyoti Nagarajan,Female,23,Electronics,83.79,97.5,6.52,94,4,0,5,1,98,91,50,45,59,66,96,87,96,70.17,0
STU0467,Hritik Bhatnagar,Female,21,Computer Engineering,63.73,89.53,7.72,66,0,2,5,4,44,62,57,75,87,77,41,47,72,85.07,1
STU0468,Abhiram Arya,Female,24,Artificial Intelligence,80.45,78.95,7.06,86,5,0,6,4,85,80,49,37,61,45,53,87,72,66.71,0
STU0469,Meghana Gara,Female,22,Computer Engineering,68.54,76.36,7.08,76,4,1,4,7,58,49,40,50,79,91,48,61,94,63.05,0
STU0470,Vedika Modi,Male,22,Computer Engineering,83.9,65.26,6.03,83,0,0,1,7,79,95,67,96,61,94,90,92,52,77.78,1
STU0471,Arjun Bath,Male,21,Civil,89.57,70.19,7.56,92,0,3,4,8,41,35,99,74,87,78,78,53,69,92.65,1
STU0472,Yatin Misra,Female,24,Electronics,62.79,61.45,7.93,83,3,0,5,6,37,75,40,91,68,60,88,70,43,67.58,0
STU0473,Theodore Banerjee,Female,21,Electronics,62.04,64.83,6.07,88,4,2,1,4,50,95,78,91,75,84,55,74,53,66.13,0
STU0474,Joshua Atwal,Female,24,Electronics,77.33,78.17,7.73,95,2,0,1,7,74,96,88,73,77,57,90,82,36,75.56,1
STU0475,Janya Hari,Male,23,Artificial Intelligence,77.45,69.87,5.71,86,5,0,4,2,37,79,64,57,69,91,78,64,72,53.0,0
STU0476,Aashi Kapadia,Female,20,Artificial Intelligence,78.88,68.8,8.39,92,1,0,3,6,59,82,72,92,81,80,62,42,100,78.6,1
STU0477,Yashoda Ramachandran,Female,20,Electronics,63.74,86.54,9.08,97,3,1,1,3,32,79,65,91,54,85,60,68,86,68.34,0
STU0478,Nirja Pathak,Male,20,Information Technology,85.69,95.39,8.45,64,1,2,4,7,95,92,56,73,54,91,76,59,82,97.56,1
STU0479,Chakradhar Bose,Female,23,Mechanical,64.42,85.39,8.96,74,4,2,6,0,91,87,91,41,53,55,48,83,50,86.15,1
STU0480,Divya Uppal,Male,23,Artificial Intelligence,72.7,69.69,5.88,94,0,2,2,7,77,79,73,49,73,69,44,87,40,82.35,1
STU0481,Tanish Dutt,Male,20,Information Technology,73.03,93.98,9.8,80,2,3,5,4,74,33,44,55,92,51,89,52,85,89.6,1
STU0482,Nitara Desai,Male,23,Electronics,93.46,69.05,8.01,64,0,1,3,0,91,66,72,46,95,49,96,72,47,76.52,1
STU0483,Vincent Luthra,Female,24,Information Technology,72.95,67.78,8.89,92,2,2,6,7,32,38,98,94,59,83,43,92,30,91.25,1
STU0484,Jagdish Kant,Female,23,Mechanical,69.84,80.11,9.24,87,4,1,1,0,85,54,75,89,55,62,89,84,86,68.38,0
STU0485,Aishani Kara,Female,24,Civil,70.18,79.42,7.56,84,3,0,3,5,40,93,45,55,80,99,44,68,55,61.58,0
STU0486,Amaira Shankar,Male,21,Information Technology,81.69,63.01,5.8,95,2,2,2,3,80,47,66,89,57,66,88,76,90,73.02,0
STU0487,Aachal Bakshi,Male,22,Electronics,88.28,80.78,6.95,63,2,1,3,6,90,32,52,54,55,75,99,52,52,70.26,0
STU0488,Chasmum Gokhale,Female,20,Computer Engineering,68.54,86.2,7.76,87,0,2,2,0,32,34,49,46,100,53,71,75,55,66.04,0
STU0489,Aishani Naik,Male,20,Information Technology,65.49,76.59,9.08,79,3,1,4,3,40,64,99,52,85,60,43,41,56,73.82,0
STU0490,Odika Sanghvi,Female,20,Artificial Intelligence,75.88,74.35,8.96,86,1,2,2,5,96,44,57,74,60,50,92,68,89,87.14,1
STU0491,Dipta Jhaveri,Male,20,Information Technology,94.71,83.45,7.19,69,1,2,2,7,43,52,78,45,78,78,78,87,58,76.6,1
STU0492,Yachana Sami,Female,21,Information Technology,63.27,81.02,7.83,87,2,1,6,6,80,35,97,80,91,91,74,90,84,84.64,1
STU0493,Warinder Mandal,Male,24,Information Technology,96.47,85.96,7.34,98,2,2,2,2,95,32,64,48,70,48,50,98,85,75.47,1
STU0494,Sudiksha Virk,Male,22,Information Technology,70.32,86.93,6.34,71,4,1,4,2,81,71,68,49,100,65,52,67,93,65.9,0
STU0495,Falguni Keer,Female,21,Computer Engineering,60.28,96.71,7.54,91,2,2,2,6,70,45,73,45,51,91,71,86,93,75.13,1
STU0496,Fariq Gaba,Male,23,Civil,94.29,62.59,8.11,79,1,3,3,5,53,58,93,98,82,91,70,50,35,88.71,1
STU0497,Arunima Keer,Female,20,Mechanical,76.23,94.34,6.22,91,2,0,6,8,66,79,58,50,78,48,65,98,64,78.65,1
STU0498,Veer De,Male,22,Artificial Intelligence,60.69,82.15,6.15,68,2,3,5,2,31,30,81,75,95,66,52,81,38,73.23,0
STU0499,Charita Varkey,Female,20,Electronics,80.79,80.87,5.78,69,4,1,1,2,61,83,64,93,65,61,98,99,63,59.33,0
STU0500,Indira Trivedi,Female,22,Artificial Intelligence,70.46,89.6,7.79,70,2,2,5,3,77,64,84,84,90,62,48,57,31,87.84,1
STU0501,Balendra Kapoor,Female,22,Mechanical,83.13,62.79,8.05,61,3,0,6,8,78,82,49,99,54,50,42,41,61,81.44,1
STU0502,Anirudh Solanki,Male,24,Civil,90.0,93.66,8.8,87,1,3,5,1,58,35,92,60,70,95,94,43,91,92.72,1
STU0503,Chanchal Karan,Male,20,Computer Engineering,77.53,61.79,8.81,73,5,0,5,6,30,75,47,100,76,42,66,41,92,67.9,0
STU0504,Isha Om,Female,24,Civil,82.68,61.89,9.65,83,2,0,3,3,49,56,75,91,54,75,76,71,57,73.46,0
STU0505,Harini Chander,Male,21,Information Technology,77.85,61.83,8.56,70,1,0,4,1,83,73,99,91,80,90,92,94,60,84.34,1
STU0506,Chatresh Gade,Male,24,Electronics,73.44,83.27,8.18,76,3,3,1,4,53,86,42,48,65,67,92,60,64,70.38,0
STU0507,Warjas Ahuja,Male,24,Electronics,62.63,76.13,9.55,94,1,0,6,8,44,41,71,42,73,97,48,84,36,81.68,1
STU0508,Mekhala Balakrishnan,Male,24,Civil,78.77,82.0,8.19,82,4,3,4,8,81,93,66,52,75,53,69,81,40,87.81,1
STU0509,Harita Hora,Male,22,Computer Engineering,88.88,96.62,6.18,80,3,1,1,7,52,90,44,79,86,45,45,85,78,67.01,0
STU0510,Jai Singh,Male,22,Computer Engineering,75.28,76.67,8.3,87,4,3,2,4,48,72,48,89,65,87,45,54,41,72.24,0
STU0511,Daniel Mangal,Male,21,Information Technology,60.72,69.48,9.35,94,0,3,2,1,91,42,60,56,92,49,79,83,49,85.87,1
STU0512,Christopher Golla,Male,22,Artificial Intelligence,85.05,70.56,9.01,84,5,3,1,5,43,37,59,70,94,60,57,78,93,67.83,0
STU0513,Robert Deshpande,Female,24,Information Technology,65.63,73.28,6.05,98,0,3,2,1,70,91,63,59,90,87,94,65,46,79.69,1
STU0514,Wyatt Peri,Female,23,Electronics,97.61,71.12,6.17,92,1,3,5,5,40,96,78,97,68,58,48,98,70,92.91,1
STU0515,Faris Borde,Female,20,Artificial Intelligence,70.31,91.6,7.55,75,4,0,1,0,75,89,96,43,57,75,78,45,41,59.09,0
STU0516,Lipika Ahuja,Male,23,Civil,66.18,85.05,5.71,80,0,2,5,7,72,38,66,72,65,68,72,68,31,86.94,1
STU0517,Yochana Desai,Male,21,Electronics,92.87,86.77,7.22,77,3,3,4,7,51,85,58,56,57,87,93,94,61,83.8,1
STU0518,Rehaan Raval,Male,23,Civil,91.03,63.21,6.73,62,1,0,6,8,74,47,91,54,73,49,69,56,30,81.28,1
STU0519,Krishna Pai,Female,23,Mechanical,85.85,60.7,6.0,62,2,2,2,3,94,76,68,40,79,81,69,75,97,72.25,0
STU0520,Ekani Sunder,Male,22,Information Technology,76.44,78.25,7.25,93,4,1,6,7,36,71,67,38,88,91,77,87,58,69.62,0
STU0521,Pranit Madan,Female,23,Information Technology,66.4,72.21,9.46,65,1,2,5,8,35,75,97,45,63,66,52,87,84,91.98,1
STU0522,Jeevika Mittal,Male,20,Electronics,78.62,65.43,7.92,68,4,3,4,1,62,98,63,79,99,87,50,74,87,77.95,1
STU0523,Kamala Sood,Female,20,Mechanical,80.14,95.66,9.83,100,4,3,4,1,69,87,70,78,92,74,40,87,47,90.09,1
STU0524,Mohammed Goyal,Male,22,Computer Engineering,66.79,78.86,9.52,88,0,1,2,4,34,74,83,78,82,72,52,65,33,80.61,1
STU0525,Jeremiah Goda,Female,24,Electronics,90.98,60.96,6.44,93,5,2,2,7,98,92,50,77,91,46,61,62,31,74.32,0
STU0526,Hardik Kala,Female,20,Electronics,97.7,89.74,9.89,100,5,1,1,1,77,96,66,52,82,91,46,81,57,70.47,0
STU0527,Lekha Gopal,Male,20,Artificial Intelligence,77.37,61.58,7.36,63,2,2,2,4,83,85,58,94,52,57,90,41,33,78.91,1
STU0528,Bhavani Mammen,Female,22,Mechanical,70.03,76.79,5.87,68,2,2,4,0,49,32,90,78,84,68,91,67,93,70.17,0
STU0529,Anita Singh,Female,24,Artificial Intelligence,60.39,74.49,7.28,83,5,2,6,2,59,78,55,37,83,49,91,59,84,68.05,0
STU0530,Abeer Gulati,Female,21,Civil,64.65,70.65,8.82,81,2,2,1,3,35,92,75,82,66,50,99,51,74,76.37,1
STU0531,Rehaan Naik,Male,20,Computer Engineering,75.54,87.8,9.89,98,5,0,1,5,88,93,51,75,75,98,50,64,99,71.11,0
STU0532,Imaran Master,Male,21,Artificial Intelligence,91.26,86.33,6.4,68,3,3,6,0,97,35,54,84,60,44,57,82,74,82.81,1
STU0533,Radha Bhat,Female,24,Information Technology,85.85,90.87,8.34,63,4,1,1,4,48,86,100,45,90,57,50,49,67,64.8,0
STU0534,Kritika Dugar,Female,21,Artificial Intelligence,86.1,83.33,7.82,61,2,2,1,7,95,53,45,61,57,41,42,79,60,77.78,1
STU0535,Victor Narang,Female,23,Information Technology,73.49,73.45,7.68,66,4,3,1,7,86,44,63,38,91,46,59,96,62,69.75,0
STU0536,Upma Pall,Female,20,Mechanical,76.25,91.21,7.43,64,0,0,3,6,32,99,95,38,69,67,44,42,39,74.81,0
STU0537,Anya Date,Male,21,Computer Engineering,70.94,70.06,7.93,82,3,3,4,2,83,85,51,100,89,72,55,81,61,85.11,1
STU0538,Yashvi Dugal,Female,23,Artificial Intelligence,92.48,64.94,9.78,62,0,1,5,1,63,31,93,72,91,96,82,46,46,86.45,1
STU0539,Mahika Bumb,Male,24,Electronics,69.48,89.37,8.61,86,0,3,5,6,60,50,96,91,64,75,87,62,35,103.11,1
STU0540,Shravya Ahluwalia,Female,22,Mechanical,76.35,73.06,8.65,69,2,0,5,7,84,40,75,67,61,66,91,55,73,82.49,1
STU0541,Tarak Bhasin,Female,22,Civil,82.69,86.08,8.89,90,3,2,3,1,66,71,73,64,88,84,46,98,58,79.86,1
STU0542,Tanveer Sibal,Male,24,Civil,79.06,67.7,5.86,93,3,2,1,2,88,54,41,41,67,78,43,73,88,61.85,0
STU0543,Onveer Sahota,Female,24,Electronics,64.68,84.97,8.41,89,1,1,5,1,95,41,82,97,59,92,69,83,52,85.48,1
STU0544,Saksham Radhakrishnan,Female,20,Artificial Intelligence,86.4,73.26,9.39,72,5,3,4,7,42,83,57,100,90,40,65,84,70,85.65,1
STU0545,Pallavi Nagi,Male,22,Computer Engineering,80.55,67.79,5.66,94,0,2,1,4,35,37,49,99,91,78,42,44,83,69.6,0
STU0546,Raagini Bala,Female,23,Mechanical,89.07,64.64,7.51,74,2,0,4,0,62,80,62,42,75,59,71,52,83,65.79,0
STU0547,Ria Chopra,Male,22,Information Technology,85.83,65.47,9.81,60,5,3,1,7,69,42,99,100,95,48,94,88,56,81.2,1
STU0548,Zansi Bhattacharyya,Female,22,Information Technology,69.59,67.49,9.82,62,2,3,6,1,61,59,66,72,96,74,59,92,93,89.3,1
STU0549,Teerth Hari,Female,21,Information Technology,75.08,81.95,6.76,97,5,1,6,2,53,34,69,83,93,62,75,73,82,64.62,0
STU0550,Kavya Thakur,Female,23,Civil,93.6,91.6,8.9,68,5,0,3,7,43,33,48,100,72,92,62,70,56,65.27,0
STU0551,Warjas Dar,Female,22,Electronics,71.28,74.01,7.46,76,1,2,2,1,33,87,45,48,90,73,53,44,82,67.2,0
STU0552,Omkaar Sidhu,Female,20,Electronics,81.81,70.31,5.99,71,0,3,5,8,88,77,44,57,59,51,59,86,39,93.74,1
STU0553,Anthony Arya,Female,20,Artificial Intelligence,61.98,63.04,8.34,99,2,0,1,6,66,40,77,45,51,51,72,90,88,62.23,0
STU0554,Abeer Luthra,Male,22,Mechanical,66.01,83.19,7.79,99,0,3,4,1,71,93,81,36,66,98,70,71,54,90.1,1
STU0555,Aayush Mishra,Female,20,Artificial Intelligence,74.68,77.07,8.98,92,3,1,2,1,42,34,49,80,95,79,88,63,97,62.33,0
STU0556,Noah Bakshi,Female,24,Mechanical,86.55,65.49,5.93,94,4,3,3,3,52,55,52,45,65,49,69,43,42,63.76,0
STU0557,Darika Batra,Female,23,Electronics,61.92,67.23,9.35,73,3,3,2,6,67,51,65,99,70,76,97,88,79,82.81,1
STU0558,Triya Patla,Female,20,Information Technology,81.78,89.25,6.08,87,1,0,6,3,67,45,91,77,78,52,59,70,34,78.96,1
STU0559,Meghana Mani,Male,23,Artificial Intelligence,64.03,61.49,8.11,98,1,0,4,6,88,45,50,97,86,94,74,99,33,79.07,1
STU0560,Devansh Kadakia,Male,21,Civil,81.97,95.09,5.68,95,3,0,3,4,56,57,95,85,61,60,58,91,63,66.92,0
STU0561,Vihaan Bobal,Male,24,Information Technology,83.23,97.05,5.64,96,1,1,4,6,90,100,80,90,50,64,56,70,53,90.61,1
STU0562,Harinakshi Buch,Female,24,Artificial Intelligence,81.48,91.73,8.82,62,2,3,5,6,62,67,85,76,76,89,61,94,44,97.16,1
STU0563,Devansh Dyal,Male,23,Information Technology,60.52,85.41,5.78,72,5,0,1,8,71,88,60,80,58,52,83,60,53,58.2,0
STU0564,Simon Tank,Male,22,Computer Engineering,97.46,70.21,8.09,96,1,3,4,2,44,63,81,65,87,76,45,50,58,86.25,1
STU0565,Girik Sarin,Female,23,Computer Engineering,92.66,77.7,6.88,64,3,2,5,5,88,82,85,84,84,64,94,78,84,89.3,1
STU0566,Dev Loke,Female,24,Mechanical,78.98,63.95,7.09,74,4,0,3,7,83,31,98,54,64,80,96,77,79,63.92,0
STU0567,Yatan Kulkarni,Male,23,Information Technology,80.86,70.0,6.34,98,1,2,2,7,39,31,51,68,97,72,58,42,32,70.52,0
STU0568,Darsh Sibal,Male,20,Civil,63.27,87.05,5.73,70,0,3,1,3,32,57,58,66,88,73,81,67,79,69.89,0
STU0569,Zinal Sankar,Female,24,Electronics,89.37,67.88,7.51,73,2,2,3,7,68,78,94,91,92,82,97,77,96,86.9,1
STU0570,Lila Bhakta,Female,20,Electronics,75.62,87.57,7.28,76,1,3,2,2,33,56,44,80,59,70,46,73,35,72.63,0
STU0571,Devansh Doshi,Male,23,Information Technology,63.24,95.51,8.81,94,3,3,2,0,50,92,54,51,99,88,96,84,99,75.4,1
STU0572,Rachit Sarna,Female,20,Computer Engineering,75.71,70.47,6.96,77,5,2,4,1,57,100,70,39,68,91,54,44,91,66.84,0
STU0573,Pranav Devi,Female,21,Artificial Intelligence,97.2,79.26,6.19,97,4,2,1,3,72,72,63,52,62,94,54,85,31,66.38,0
STU0574,Rachita Dash,Female,23,Electronics,80.84,73.51,6.19,69,5,1,4,8,84,65,48,68,79,80,62,55,88,67.97,0
STU0575,Yashodhara Bora,Male,20,Computer Engineering,75.27,62.71,9.65,79,5,0,6,2,76,76,64,81,66,85,99,57,97,74.55,0
STU0576,Aarav Toor,Female,23,Civil,64.3,69.54,7.37,98,5,3,2,5,92,57,68,66,61,63,78,65,39,71.92,0
STU0577,Yug Tandon,Male,24,Electronics,97.38,82.55,8.07,93,3,3,4,2,41,42,82,46,53,46,43,70,58,76.93,1
STU0578,Ranveer Arora,Female,20,Information Technology,88.07,75.77,9.35,94,3,2,1,5,64,84,63,79,76,49,93,92,95,81.98,1
